step,x,y,reward,done,action
0,2,2,0,False,0
1,2,3,0,False,2
2,3,3,0,False,3
3,2,3,0,False,1
4,2,2,1,False,0
5,2,3,0,False,2
6,3,3,0,False,0
7,3,4,0,False,3
8,2,4,0,False,3
9,1,4,0,False,3
10,0,4,0,False,3
11,0,4,0,False,3
12,0,4,0,False,1
13,0,3,0,False,1
14,0,2,0,False,1
15,0,1,0,False,0
16,0,2,0,False,2
17,1,2,0,False,2
18,2,2,1,False,1
19,2,1,0,False,0
20,2,2,1,False,0
21,2,3,0,False,3
22,1,3,0,False,3
23,0,3,0,False,0
24,0,4,0,False,1
25,0,3,0,False,2
26,1,3,0,False,2
27,2,3,0,False,1
28,2,2,1,False,1
29,2,1,0,False,3
30,1,1,0,False,1
31,1,0,0,False,2
32,2,0,0,False,1
33,2,0,0,False,3
34,1,0,0,False,0
35,1,1,0,False,0
36,1,2,0,False,2
37,2,2,1,False,1
38,2,1,0,False,2
39,3,1,0,False,0
40,3,2,0,False,1
41,3,1,0,False,2
42,4,1,0,False,1
43,4,0,0,False,0
44,4,1,0,False,0
45,4,2,0,False,0
46,4,3,0,False,2
47,4,3,0,False,3
48,3,3,0,False,3
49,2,3,0,False,0
50,2,4,0,False,3
51,1,4,0,False,1
52,1,3,0,False,2
53,2,3,0,False,0
54,2,4,0,False,2
55,3,4,0,False,0
56,3,4,0,False,1
57,3,3,0,False,1
58,3,2,0,False,2
59,4,2,0,False,1
60,4,1,0,False,2
61,4,1,0,False,1
62,4,0,0,False,0
63,4,1,0,False,2
64,4,1,0,False,2
65,4,1,0,False,0
66,4,2,0,False,1
67,4,1,0,False,2
68,4,1,0,False,0
69,4,2,0,False,0
70,4,3,0,False,3
71,3,3,0,False,0
72,3,4,0,False,3
73,2,4,0,False,0
74,2,4,0,False,3
75,1,4,0,False,1
76,1,3,0,False,1
77,1,2,0,False,1
78,1,1,0,False,3
79,0,1,0,False,0
80,0,2,0,False,0
81,0,3,0,False,2
82,1,3,0,False,1
83,1,2,0,False,0
84,1,3,0,False,1
85,1,2,0,False,0
86,1,3,0,False,1
87,1,2,0,False,3
88,0,2,0,False,0
89,0,3,0,False,1
90,0,2,0,False,0
91,0,3,0,False,0
92,0,4,0,False,3
93,0,4,0,False,1
94,0,3,0,False,0
95,0,4,0,False,3
96,0,4,0,False,1
97,0,3,0,False,1
98,0,2,0,False,2
99,1,2,0,False,2
100,2,2,1,False,3
101,1,2,0,False,1
102,1,1,0,False,1
103,1,0,0,False,1
104,1,0,0,False,2
105,2,0,0,False,1
106,2,0,0,False,2
107,3,0,0,False,3
108,2,0,0,False,3
109,1,0,0,False,3
110,0,0,0,False,1
111,0,0,0,False,0
112,0,1,0,False,0
113,0,2,0,False,0
114,0,3,0,False,1
115,0,2,0,False,1
116,0,1,0,False,2
117,1,1,0,False,1
118,1,0,0,False,0
119,1,1,0,False,2
120,2,1,0,False,2
121,3,1,0,False,0
122,3,2,0,False,0
123,3,3,0,False,3
124,2,3,0,False,2
125,3,3,0,False,3
126,2,3,0,False,1
127,2,2,1,False,2
128,3,2,0,False,1
